;Chapter Sec;Chapter ID;Chapter Type;Chapter Requirement;Function Sec;Function ID;Function Type;Function Requirement;Hazard Sec;Hazard ID;Hazard Type;Hazard Requirement;Cause Sec;Cause ID;Cause Type;Cause Requirement;Measure Sec;Measure ID;Measure Type;Measure Requirement;Measure Description
725;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.18;562635;Hazard;Image quality is reduced;4.45.6.18.1;562636;Cause;FLC hardware is defective;4.45.6.18.1.1;562637;Measure;Imaging system hardware test at startup;The imaging system hardware shall be tested at startup, including the connection to the detector.    In case an error is detected, the imaging system shall not report ready state (see <XREF>578746</XREF>).   
724;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.17;562632;Hazard;Restricted imaging functionality due to medium-level arcing;4.45.6.17.1;562633;Cause;Arcing in the X-ray tube;4.45.6.17.1.1;562634;Measure;No measure required;No additional risk control measures required.   
723;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.16;562629;Hazard;Restricted imaging functionality due to low-level arcing;4.45.6.16.1;562630;Cause;Arcing in the X-ray tube;4.45.6.16.1.1;562631;Measure;No measure required;No additional risk control measures required.   
722;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.15;562626;Hazard;Radiation interrupted;4.45.6.15.1;562627;Cause;Exceeding maximum delay time;4.45.6.15.1.3;596894;Measure;Caution in user manual to image display delay;CAUTIONÂ Cause:Â Radiography modesÂ are misused for real-time imaging on purpose by the operator.   Â Possible consequences: With Radiography modes the image display delay timeÂ may be longer than in Radioscopy modes and may exceed limits for accepted delays for real-time imaging.   Â Remedy: For real-time imaging do only select Radioscopy modes such as Fluoro andÂ Road.    Do not select Radiography modes (e.g.  single image including DR, DR-Sum, 3D Scan, DCM, Subtraction)Â for real-time imaging.   
721;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.15;562626;Hazard;Radiation interrupted;4.45.6.15.1;562627;Cause;Exceeding maximum delay time;4.45.6.15.1.2;568835;Measure;Image display delay time - external;If an external device is utilized to display images acquired with the CIOS system via theÂ NXS interface,Â the image display delay time shall be evaluated as part of the vendor risk management.   
720;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.15;562626;Hazard;Radiation interrupted;4.45.6.15.1;562627;Cause;Exceeding maximum delay time;4.45.6.15.1.1;568834;Measure;Image display delay time;An image display delay time of max.    200 ms is determined to beÂ practicable based on the image processing capabilities of the system andÂ to ensure sufficient reaction time for the operator for all imaging modes except Single Image.   Â Note, the achieved image display delay time will then be below the average human reaction time of ~ 300 ms according to Sigmund Exner.    For Single Image, which includes DR (Digital Radiography), DR-SUM (Digital Radiography with several pulses) and 3D Scan,Â as well as DCM and Subtraction, the image display delay time might be up to 4 s.   
718;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.14;562623;Hazard;Radiation without injection;4.45.6.14.2;581193;Cause;Injector interface is damaged due to motorized platform movement with plugged injector connection;4.45.6.14.2.1;581194;Measure;Restricted platform movement range with plugged injector;When the injector is plugged, motorized movements of the mecanum platform shall beÂ restricted to a distance of < 50 cm.    When it is reached, the system shall stop motorized movements and display an appropriate error message.   
717;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.14;562623;Hazard;Radiation without injection;4.45.6.14.1;562624;Cause;Acquire image, but injector not prepared correctly;4.45.6.14.1.1;562625;Measure;User Manual - Injector Readiness;CAUTIONCause: Radiation release without without contrast agent injection or unintended injection.   Possible consequences: RiskÂ of unnecessary radiation exposure or unintended contrast agent injection.   Remedy: Make sure that the injector is ready to administer contrast agent before releasing radiation.    Note that every X-ray mode triggers the injector when it is in ready state.   
716;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.13;580664;Hazard;Unintended injection;4.45.6.13.1;580665;Cause;Trigger e. g. fluoro with injector in ready state, not knowing that every X-ray mode triggers the injector;4.45.6.13.1.3;581195;Measure;Display when injector is armed;The system shall display when the injector is armed, when the conditions under <XREF>581162</XREF> are fulfilled (that means that upon next X-ray release, the injector is triggered).   
715;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.13;580664;Hazard;Unintended injection;4.45.6.13.1;580665;Cause;Trigger e. g. fluoro with injector in ready state, not knowing that every X-ray mode triggers the injector;4.45.6.13.1.2;581162;Measure;Injector trigger in dedicated modes and conditions only;The system shall trigger the injector only in the following modes andÂ conditions:- Subtraction- Roadmap: Only when the operator has not performed a subtraction before (then automatically a subtraction scene is performed when roadmap is selected), or when no valid peak opacification image is available (e.g. after changing magnification)- Digital Cine ModeÂ Note: That means when a subtraction has been performed before roadmap is selected, then the injector shall not be triggered when roadmap is performed.   
714;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.13;580664;Hazard;Unintended injection;4.45.6.13.1;580665;Cause;Trigger e. g. fluoro with injector in ready state, not knowing that every X-ray mode triggers the injector;4.45.6.13.1.1;580666;Measure;Reference - User Manual - Injector Readiness;<XREF>562625</XREF>
713;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.12;562618;Hazard;Unwanted Injection;4.45.6.12.2;562621;Cause;Triggersignal failure;4.45.6.12.2.1;562622;Measure;No measure required;no measure required due to risk classification
712;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.12;562618;Hazard;Unwanted Injection;4.45.6.12.1;562619;Cause;Unwanted radiation release;4.45.6.12.1.1;562620;Measure;No measure required;no measure required due to risk classification
711;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.11;562610;Hazard;Loss of images;4.45.6.11.3;562616;Cause;Reducing the storage rate or being confused about replay;4.45.6.11.3.1;562617;Measure;Reference - Immediate image storage on hard disk.;<XREF>569132</XREF>.   
710;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.11;562610;Hazard;Loss of images;4.45.6.11.2;562614;Cause;Images / series lost in imaging system;4.45.6.11.2.2;578317;Measure;Full storage rate radiography;For radiography, the storage rate shall not be changeable by the customer.    Every frame shall be stored.    Replay of scenes shall apply the same behaviour as live (fps).   Â Note, the default storage rate shall be set to 100%.   
728;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.18;562635;Hazard;Image quality is reduced;4.45.6.18.3;562640;Cause;Detector heats up out of calibration range;4.45.6.18.3.1;562641;Measure;Reference - System Warning - Temperature of the Detector;<XREF>562226</XREF>
709;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.11;562610;Hazard;Loss of images;4.45.6.11.2;562614;Cause;Images / series lost in imaging system;4.45.6.11.2.1;569132;Measure;Immediate image storage on hard disk;Acquired images are always stored immediately on hard disk.   
729;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.18;562635;Hazard;Image quality is reduced;4.45.6.18.3;562640;Cause;Detector heats up out of calibration range;4.45.6.18.3.2;562642;Measure;Reference to Caution in Operator Manual - Detector temperature;<XREF>563301</XREF>.   
731;4.45;562334;Chapter;Perform Clinical Procedure;4.45.8;562647;Function;Patient registration;4.45.8.1;562648;Hazard;Misinterpretation of patient data;4.45.8.1.1;562649;Cause;Patient-ID already in use;4.45.8.1.1.1;562650;Measure;User Manual - Patient ID;CAUTIONCause: Patient ID already exists.   Possible Consequences: Misinterpretation of data of the examined patient if the selection is based solely on the patient ID.   Remedy:-Always use four-way identification [patient name, sex, date of birth, patient ID].   - Avoid mixing up patient data by using four-way identification.    Selecting patient data based on the patient ID alone is insufficient.    Ensure the proper display of parameters in the Worklist and in the Patient list.   
665;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.4;562520;Hazard;Excessive temperature, fire, explosion;4.45.6.4.2;562527;Cause;Short-circuit of electrical components;4.45.6.4.2.1;562528;Measure;Protection against excessive current and voltage;The system shall provide a protection against excessive current and voltage.   Alternatively, a test shall show that a short circuit does not result in a hazardous situation.   
747;4.45;562334;Chapter;Perform Clinical Procedure;4.45.10;562658;Function;Administration, selection and changing of applications;4.45.10.3;562674;Hazard;Dose not as desired;4.45.10.3.1;562675;Cause;Incorrect parameters due to communication/network disturbance;4.45.10.3.1.1;562676;Measure;Reference - Ready for radiation;<XREF>578746</XREF>
746;4.45;562334;Chapter;Perform Clinical Procedure;4.45.10;562658;Function;Administration, selection and changing of applications;4.45.10.2;562669;Hazard;Unnecessary radiation;4.45.10.2.2;562672;Cause;Operating error;4.45.10.2.2.2;568855;Measure;Indication of loading factors;The system indicates the loading factors as per standard requirements, see 06S456591, and following, 06S434271, and following in <XREF>561879</XREF>.   
745;4.45;562334;Chapter;Perform Clinical Procedure;4.45.10;562658;Function;Administration, selection and changing of applications;4.45.10.2;562669;Hazard;Unnecessary radiation;4.45.10.2.2;562672;Cause;Operating error;4.45.10.2.2.1;562673;Measure;Reference - User Manual - Trained Users;<XREF>561986</XREF>
744;4.45;562334;Chapter;Perform Clinical Procedure;4.45.10;562658;Function;Administration, selection and changing of applications;4.45.10.2;562669;Hazard;Unnecessary radiation;4.45.10.2.1;562670;Cause;Communication network disturbance -incorrect parameters;4.45.10.2.1.1;562671;Measure;Reference - Reliable data transfer standards and protocols;<XREF>562323</XREF>
743;4.45;562334;Chapter;Perform Clinical Procedure;4.45.10;562658;Function;Administration, selection and changing of applications;4.45.10.1;562659;Hazard;Delayed or no interventional decision;4.45.10.1.2;562667;Cause;Lossy organprogram;4.45.10.1.2.1;562668;Measure;Reference - User Manual - Wrong exposure parameters;<XREF>562722</XREF>
742;4.45;562334;Chapter;Perform Clinical Procedure;4.45.10;562658;Function;Administration, selection and changing of applications;4.45.10.1;562659;Hazard;Delayed or no interventional decision;4.45.10.1.1;562660;Cause;Communication problems;4.45.10.1.1.9;569238;Measure;Caution - Reduced image quality streaming;CAUTIONãCause: When streaming via external systems, image quality (e.g. , resolution, frame rate or flickering) might be affected by connector type or external monitor hardware and settings.   ãPossible Consequences: Reduced image qualityRemedy: In order to avoid loss of image quality ensure that the connection cable specifications and display parameters of the connected external monitors fulfill the required specifications as described in the chapter Technical SpecificationsÂ ------Â Not part of Caution: Note, the required specifications for the external monitor are medical grade, 4K, color display, 3840x2160 pixels, 60Hz, and 4:4:4 Chroma Subsampling.    The cable requirements are a short HDMI2.   0 (or better) video cable (<3m) between CIOS Move and external monitor or fiber optic cable.   
741;4.45;562334;Chapter;Perform Clinical Procedure;4.45.10;562658;Function;Administration, selection and changing of applications;4.45.10.1;562659;Hazard;Delayed or no interventional decision;4.45.10.1.1;562660;Cause;Communication problems;4.45.10.1.1.8;569296;Measure;Reference - Image display delay time - external;<XREF>568835</XREF>
740;4.45;562334;Chapter;Perform Clinical Procedure;4.45.10;562658;Function;Administration, selection and changing of applications;4.45.10.1;562659;Hazard;Delayed or no interventional decision;4.45.10.1.1;562660;Cause;Communication problems;4.45.10.1.1.7;569295;Measure;Reference - Image display delay time;<XREF>568834</XREF>
739;4.45;562334;Chapter;Perform Clinical Procedure;4.45.10;562658;Function;Administration, selection and changing of applications;4.45.10.1;562659;Hazard;Delayed or no interventional decision;4.45.10.1.1;562660;Cause;Communication problems;4.45.10.1.1.6;562666;Measure;NGS protocol with data integrity;For transfer of frames via NGS the data integrity of these frames shall beÂ considered by using a check sum algorithm (e.   g CRC32).    In case ofÂ  an incorrect checksum is detectedÂ an audible or visual indication shall be done.   Â Â When NGS is used in context of OpenApps, the temporal integrity of an image series that builds on one another must also be monitored using a checksum.    Incase of a missing image or incorrect CRC, an audible or visual indication shall be available.   
738;4.45;562334;Chapter;Perform Clinical Procedure;4.45.10;562658;Function;Administration, selection and changing of applications;4.45.10.1;562659;Hazard;Delayed or no interventional decision;4.45.10.1.1;562660;Cause;Communication problems;4.45.10.1.1.5;562665;Measure;NGS protocol with update rate detection;Use of reliable data transfer standards and protocols (i.e.  TCP/IP protocol for Ethernet-based communication) with a update rate detection between two frames.    In case ofÂ  exceeding a configurable timeÂ an audible or visual indication shall be done.   Â Â VxFUTURE:Â This can be configured individually for partner apps (either deactivated or a threshold value configured based on the respective partner app's Risk Manamagement proposal)Â in case of OpenApps.   
737;4.45;562334;Chapter;Perform Clinical Procedure;4.45.10;562658;Function;Administration, selection and changing of applications;4.45.10.1;562659;Hazard;Delayed or no interventional decision;4.45.10.1.1;562660;Cause;Communication problems;4.45.10.1.1.4;562664;Measure;NGS protocol with latency detection;Use of reliable data transfer standards and protocols (i.e.  TCP/IP protocol for Ethernet-based communication) with a latency detection.    This means measuringÂ the time between sending a frame tillÂ receiving this frame and in case of exceeding a configurable limit to indicate it with an audible or visual indicator.   Â VxFUTURE:Â Â when using NGS in the OpenApps context, the latency detection shall be configurable specific to the app (i.e.  either deactivated or threshold value adjusted based on the Risk Managmenent of the individual partner apps).   
736;4.45;562334;Chapter;Perform Clinical Procedure;4.45.10;562658;Function;Administration, selection and changing of applications;4.45.10.1;562659;Hazard;Delayed or no interventional decision;4.45.10.1.1;562660;Cause;Communication problems;4.45.10.1.1.3;562663;Measure;NGS protocol with link loss detection;Use of reliable data transfer standards and protocols (i.e.  TCP/IP protocol for Ethernet-based communication) with a heartbeat and link loss detection.    Its also valid for OpenApps.   If the link loss is detected, it shall be indicated to the user and an automatic release of mouse events shall occur.   
735;4.45;562334;Chapter;Perform Clinical Procedure;4.45.10;562658;Function;Administration, selection and changing of applications;4.45.10.1;562659;Hazard;Delayed or no interventional decision;4.45.10.1.1;562660;Cause;Communication problems;4.45.10.1.1.2;562662;Measure;NGS protocol with speed detection;Use of reliable data transfer standards and protocols (i.e.  TCP/IP protocol for Ethernet-based communication) with a link speed detection.    Its also valid when NGS is used in the context of OpenApps.   Incase the detected speed is below the threshold limit, the user shall be provided with anÂ audible or visualÂ indication.   
734;4.45;562334;Chapter;Perform Clinical Procedure;4.45.10;562658;Function;Administration, selection and changing of applications;4.45.10.1;562659;Hazard;Delayed or no interventional decision;4.45.10.1.1;562660;Cause;Communication problems;4.45.10.1.1.1;562661;Measure;Reliable data transfer standards and protocols;Use of reliable data transfer standards and protocols (i.e.  TCP/IP protocol for Ethernet-based communication)
733;4.45;562334;Chapter;Perform Clinical Procedure;4.45.9;562654;Function;APS management;4.45.9.1;562655;Hazard;No hazard on system level;4.45.9.1.1;562656;Cause;None;4.45.9.1.1.1;562657;Measure;None;
732;4.45;562334;Chapter;Perform Clinical Procedure;4.45.8;562647;Function;Patient registration;4.45.8.2;562651;Hazard;Emergency login not possible;4.45.8.2.1;562652;Cause;Authenticated login, access not possible;4.45.8.2.1.1;562653;Measure;Emergency login without password protection;Emergency user login is possible without a password.   Note: Due to PSS requirements, disk encryption is configurable: It is an option andÂ must be activated by serviceÂ on request.    Consequences and boundary conditions are described in operator manual, admin guide and MDS2 statement.    With these conditions, it is acceptable to restrict the effectivity of above mentioned measure.   
730;4.45;562334;Chapter;Perform Clinical Procedure;4.45.7;562643;Function;Patient browser;4.45.7.1;562644;Hazard;No hazard on system level;4.45.7.1.1;562645;Cause;None;4.45.7.1.1.1;562646;Measure;None;
708;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.11;562610;Hazard;Loss of images;4.45.6.11.1;562611;Cause;Insufficient image storage space;4.45.6.11.1.2;562613;Measure;Display storage space;On monitorÂ the actual storage capacity is shown and updated when an image is stored.   The image system displays the storage space still available as relative part of the assignable capacity.   A message shall be shown to the user whenÂ the available storage capacity is equal or below 10%.   Â Note: The accuracy of the displayed storage capacity should be +/- 5% of the used split ration for the icons.   
719;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.14;562623;Hazard;Radiation without injection;4.45.6.14.2;581193;Cause;Injector interface is damaged due to motorized platform movement with plugged injector connection;4.45.6.14.2.2;595189;Measure;Unplug injector cable during movement;CAUTIONCause: A strain might be applied to the injector cable when plugged during movements.   Possible consequence: The injector cable can get damaged or unplugged during a chassis movement of the system.   Remedy: Unplug the injector cable if you perform longer movements that might put tension on the cable.   
706;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.10;562578;Hazard;Wrong interventional decision;4.45.6.10.13;562607;Cause;overlay hide K-wire on image;4.45.6.10.13.2;562609;Measure;Visibility of top of K-wire;Visibility of the top of K-Wire happens via colored transparent lines overlaying the image.   
684;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.9;562553;Hazard;Unwanted radiation;4.45.6.9.5;562564;Cause;Malfunction of exposure release circuit.;4.45.6.9.5.2;580167;Measure;Quasi-continuous activation of radiation with redundant activation paths;Radiation shall be possible only when two redundant signals provided by two independent paths are present within certain time constraints (quasi-continuous activation), preventingÂ unintended X-ray activation.   When only one of two signals is present, radiation shall be stopped and inhibited for the respective control.   ãNote: Safety architecture C + P, see <XREF>561860</XREF> and <XREF>543971</XREF>.   Â For design constraints for single fault safety, see <XREF>578311</XREF>.   
683;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.9;562553;Hazard;Unwanted radiation;4.45.6.9.5;562564;Cause;Malfunction of exposure release circuit.;4.45.6.9.5.1;562565;Measure;Hardware signal;"InÂ addition to SW aÂ separate hardware signal shall be checked to be set """"inactive"""" during start-up of the x-ray generator.   "
682;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.9;562553;Hazard;Unwanted radiation;4.45.6.9.4;562560;Cause;Accidental release of radiation;4.45.6.9.4.2;562562;Measure;Display Radiation On;A light signal interface will be provided by the generator when X-ray is on.   
681;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.9;562553;Hazard;Unwanted radiation;4.45.6.9.4;562560;Cause;Accidental release of radiation;4.45.6.9.4.1;562561;Measure;Design of X-ray release controls;The X-ray release controls shall be designed to preventÂ accidental activation.   For the standard footswitch it is acceptable that putting the switch upside down does not activate a function.   
680;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.9;562553;Hazard;Unwanted radiation;4.45.6.9.3;562558;Cause;Stay in endangered area;4.45.6.9.3.1;562559;Measure;User Manual - Unwanted Radiation;CAUTIONCause: Remaining in hazardous area.   Possible consequences: Danger of inadvertent radiation!Remedy: During radiation release, make sure you are in a location subject to as little radiation as possible.   
679;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.9;562553;Hazard;Unwanted radiation;4.45.6.9.2;562556;Cause;Increased leakage radiation monoblock;4.45.6.9.2.1;562557;Measure;Reference to constructive measures and tests to comply with leakage radiation requirements;See HM_S1_mec_F5G1U3M1, HM_S1_manu_F5G1U3M2, HM_S1_mec_F5G1U3M3 inÂ  <XREF>578770</XREF>.   
678;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.9;562553;Hazard;Unwanted radiation;4.45.6.9.1;562554;Cause;No radiation protection behind the entering side of radiation;4.45.6.9.1.1;562555;Measure;Compliance with DIN EN 60601-1-3;"Compliance with DIN EN 60601-1-3 (2008); Kap.    11 residual radiation"
677;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.8;562547;Hazard;Electric shock;4.45.6.8.1;562548;Cause;Intrusion of liquids;4.45.6.8.1.2;562552;Measure;User Manual - Draping of FD;WARNING:Cause: Fluid penetration and contamination.   Possible Consequences: Damage to the flat detectorRemedy: Make sure that the detector is always covered by a disposable cover during the examination.   
685;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.9;562553;Hazard;Unwanted radiation;4.45.6.9.5;562564;Cause;Malfunction of exposure release circuit.;4.45.6.9.5.3;562567;Measure;Reference to generator safety circuit and test at start-up;See HM_S1_hw_F1G1U1M2, HM_S1_sw_F3G2U1M2 in <XREF>578770</XREF>.   
676;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.8;562547;Hazard;Electric shock;4.45.6.8.1;562548;Cause;Intrusion of liquids;4.45.6.8.1.1;562549;Measure;Spillage of Liquids on System;"Spillage of liquids on systemÂ shall not result in a hazardous situation.    The system shall be designed in accordance to IEC 60601-1 clause 11.   6.   3 (compliance to spillage test).   Â The spillage test shall be performed with following instructions:Â Spillage test, scenario 1: * Scenario: capacity of drapes/ max.    suction performance exhausted * liquid is seeping continuously from operating area downwards on the system * Quantity: 500 ml; duration: 30 min * Effected parts of system: FD/I.   I.   , monoblock, C-arm (without Chassis)Â Spillage test, scenario 2: * Scenario: splatter of blood * liquid is splashing from operating area up- and/or sidewards to the system * Quantity: 20 ml; duration: approx.    1 s (i.e.  a bolus) * Effected parts of system: FD/I.   I.   , monoblock, C-arm (without Chassis)Â No liquids need to be spilled on trolley (incl.    trolley control panel, TCP).   Â Hints:Spilling of FD is only allowed with coverage ofÂ drape (see <XREF>562552</XREF>).   Remote control panel (RCP) will be used with drapes only.   "
674;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.6;562539;Hazard;Risk of injury due to bad surface finish;4.45.6.6.2;562542;Cause;Rough surface finish;4.45.6.6.2.1;562543;Measure;Reference - Specify smooth surface finishes;<XREF>562050</XREF>
673;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.6;562539;Hazard;Risk of injury due to bad surface finish;4.45.6.6.1;562540;Cause;Sharp edges;4.45.6.6.1.1;562541;Measure;Develop design without sharp edges;<XREF>562047</XREF>
672;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.5;562531;Hazard;Implosion;4.45.6.5.2;562535;Cause;Breakage rotating anode;4.45.6.5.2.3;562538;Measure;Reference to constructive measures;See HM_S1_mec_F4G3U1M1 in <XREF>578770</XREF>.   
671;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.5;562531;Hazard;Implosion;4.45.6.5.2;562535;Cause;Breakage rotating anode;4.45.6.5.2.2;562537;Measure;Reference - Stability test;<XREF>562509</XREF>
670;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.5;562531;Hazard;Implosion;4.45.6.5.2;562535;Cause;Breakage rotating anode;4.45.6.5.2.1;562536;Measure;Housing has to stay integral;Housing has to stay integral, ifÂ there is a breakage of the rotating anode.   
669;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.5;562531;Hazard;Implosion;4.45.6.5.1;562532;Cause;Collision/impact against component;4.45.6.5.1.2;562534;Measure;Reference - Stability test;<XREF>562509</XREF>
668;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.5;562531;Hazard;Implosion;4.45.6.5.1;562532;Cause;Collision/impact against component;4.45.6.5.1.1;562533;Measure;Mechanical strength of the X-ray generation;Mechanical strength of the monobloc has to be verified by the manufacturer
667;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.4;562520;Hazard;Excessive temperature, fire, explosion;4.45.6.4.2;562527;Cause;Short-circuit of electrical components;4.45.6.4.2.3;562530;Measure;Reference to generator measures to UL listed materials and fuses in intermediate circuit;See HM_S1_ul_F2G1U1M1 andÂ HM_S1_hw_F2G1U1M2 in <XREF>578770</XREF>.   
707;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.11;562610;Hazard;Loss of images;4.45.6.11.1;562611;Cause;Insufficient image storage space;4.45.6.11.1.1;562612;Measure;Storage capacity exhausted;When the image storage limit is reached, the system shall inhibit further radiography.    Note: If the limit is reached during an acquisition, this acquisition will be continued until finished and stored due to a small buffer.   ãFluoroscopy shall not be stopped or inhibited, and a message shall be displayed to the operator.    LIH functionality shall not be impaired in any case.   
686;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.9;562553;Hazard;Unwanted radiation;4.45.6.9.5;562564;Cause;Malfunction of exposure release circuit.;4.45.6.9.5.4;578773;Measure;Reference - Emergency stop radiation;<XREF>562135</XREF>.   
675;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.7;562544;Hazard;Injury due to damaged housing;4.45.6.7.1;562545;Cause;Transport damages e.g. collision;4.45.6.7.1.1;562546;Measure;User Manual - Professional Repair;CAUTIONCause: Transport damagePossible consequences: Risk of injuryRemedy: Carry out professional repairs only, otherwise consequential damage to the product cannot be ruled out!
688;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.9;562553;Hazard;Unwanted radiation;4.45.6.9.7;562570;Cause;High radiation dose due to excessive procedure duration and / or heavily inadequate radiation settings without clinical benefi;4.45.6.9.7.1;562571;Measure;Reference to Warning - Trained Users;<XREF>561986</XREF>.   
705;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.10;562578;Hazard;Wrong interventional decision;4.45.6.10.13;562607;Cause;overlay hide K-wire on image;4.45.6.10.13.1;562608;Measure;User Manual - overlay hide K-wire on image;CAUTIONCause: Overlay itself may hide K-wire in live X-ray image (depends on thickness of K-wire and overlay configuration).   Possible consequences: Risk of wrong interventional decisionRemedy: Target Pointer can be switched-off (toggle ON/OFF) to allow free view on X-ray live image.   
687;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.9;562553;Hazard;Unwanted radiation;4.45.6.9.6;562568;Cause;Loss of connection between FD and imaging system;4.45.6.9.6.1;562569;Measure;Reference - Imaging system hardware test at startup;<XREF>562637</XREF>
704;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.10;562578;Hazard;Wrong interventional decision;4.45.6.10.12;562605;Cause;Incorrect K-wire display;4.45.6.10.12.1;562606;Measure;User Manual - Incorrect K-wire display;CAUTIONCause: Time gap between display of K-wire including overlay grafic and real moved K-wire.    False positive or false negative detection of K-wires.   Possible consequences: Risk of confusion and wrong interventional decisionRemedy: Duty of care for operator, that he/she shall be aware of this possible mismatch.   
703;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.10;562578;Hazard;Wrong interventional decision;4.45.6.10.11;562603;Cause;Live image covered by messages or UI elements;4.45.6.10.11.1;562604;Measure;Keep live imaging in foreground;The displayed live image is not covered by dialogs or other UI elements.   
702;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.10;562578;Hazard;Wrong interventional decision;4.45.6.10.10;562601;Cause;LIH is confused with live image;4.45.6.10.10.1;562602;Measure;Clearance of  LIH during radiation;When the user starts radiation, FLC clears the LIH image.   
