;Project;Baseline;Type;Hierarchy #;Section;Chapter;Function;Hazard;Cause;Measure;ID;Entry Type;Hazard Type;RequireKey;Requirement;Description;Status;Priority;Owner;Owner (First Name);Owner (Last Name);Created By;Responsible;Registered Interest;Created On;Last Modified On;Modified By;Source;Charm;Open Points;S1 Subsystem;Hazard Remark;Harm;AFAP justification;Kano Ranking;Test Level;Rearrange Operation;Rearrange Reason;Initial Risk Assessment;Residual Risk Assessment;Validation Procedure State;New;Export;Level of Requirements;Level of Test;Usability;Domain;Applicable Generic Hazard;Hazard Effect To;System S1;Target Release S1;System IGS-Platform;Target Release IGS-Platform;System PreOPlan;Target Release PreOPlan;System ISS;IGS-Platform Subsystem;Target Release ISS;System S3;Target Release S3;S3 Subsystem;System NavSim;Target Release NavSim;Traced System;P1 before;P2 before;P1 after;Polarion Migration
1612;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.50.1.1;4;45.0;50.0;1.0;1.0;;562917;H;Cause;;None;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1613;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.50.1.1.1;4;45.0;50.0;1.0;1.0;1.0;562918;H;Measure;;None;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1614;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.51;4;45.0;51.0;;;;562919;H;Function;;General requirements;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1615;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.51.1;4;45.0;51.0;1.0;;;562920;H;Hazard;;No hazard on system level;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1616;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.51.1.1;4;45.0;51.0;1.0;1.0;;562921;H;Cause;;None;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1617;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.51.1.1.1;4;45.0;51.0;1.0;1.0;1.0;562922;H;Measure;;None;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1618;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52;4;45.0;52.0;;;;562923;H;Function;;3D Scan and acquisistion;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1619;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.1;4;45.0;52.0;1.0;;;562924;H;Hazard;;Functional Hazards 3D Image Quality is reduced;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;System Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1620;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.1.1;4;45.0;52.0;1.0;1.0;;562925;H;Cause;;Loss of 2D images throughout the 3D scan;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;26.09.2022 14:48;Klaus-Peter Fichtner (EXT);;;;;;#Haz51 #Haz41#Haz31;See general justifications in the introduction which apply here. The operator manual advises to avoid patient movement during a 3D scan, to lock relevant brakes to avoid unintended system movement during a 3D scan, and to use the whole available orbital range for the scan.;Basic;System Test;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
1621;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.1.1.1;4;45.0;52.0;1.0;1.0;1.0;562926;R;Measure;save_all_2D_images_data_set_s1;Save all 2D images data set;Save for all 2D images the corresponding data set of acquisition angles;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;16.09.2022 12:44;Javier Lopez Leal;;;;FLC;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1622;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.1.1.2;4;45.0;52.0;1.0;1.0;2.0;562927;R;Measure;docUser_reduced_accuracy_of_3D_reconstruction;User Manual - Reduced accuracy of 3D reconstruction;CAUTIONCause:  Insufficient geometric accuracy of 3D reconstruction due to an incomplete and/or angulated 3D scan and/or 3D scan started away from 0-positions.Possible consequences: Wrong interventional decision or treatment!Remedy:- Make sure that a complete 3D scan of the entire orbital range is performed.Note, for partial scans it is only required to ensure that the scan is performed within the selected start- and endposition.- Make sure that the C-arm is in 0-position for the angulation axis.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;21.06.2022 15:23;Johannes Schmidt;;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1623;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.1.2;4;45.0;52.0;1.0;2.0;;562928;H;Cause;;C-arm cable influences c-arm geometry;External C-arm cable influences the movement of C-arm during 3D scan.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;26.09.2022 14:48;Klaus-Peter Fichtner (EXT);;;;;;#Haz20#Haz51 #Haz41#Haz31;See general justifications in the introduction which apply here.;Basic;System Test;none;n.a.;2-C;2-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;C;
1624;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.1.2.1;4;45.0;52.0;1.0;2.0;1.0;562929;R;Measure;cable_consistent_push_and_pull_force_s1;No external C-arm cable;To reduce mechanical and movement influence for a 3D scan there shall be no external C-arm cable.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;16.03.2022 14:46;Rudolf Siebenhaar;;;;MainU;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1625;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.2;4;45.0;52.0;2.0;;;562930;H;Hazard;;Patient risk for biological hazard;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;System Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1626;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.2.1;4;45.0;52.0;2.0;1.0;;562931;H;Cause;;C-arm cable moves into sterile area;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;26.09.2022 14:48;Klaus-Peter Fichtner (EXT);;;;;;#Haz10;See general justifications in the introduction which apply here.;Basic;System Integration Test;none;n.a.;2-D;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;F;Low;D;
1627;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.2.1.1;4;45.0;52.0;2.0;1.0;1.0;562932;H;Measure;;Reference - C-arm cable avoids sterile area for all positions;<XREF>562929</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;04.03.2022 13:43;Rudolf Siebenhaar;;;;MainU;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1628;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.3;4;45.0;52.0;3.0;;;562933;H;Hazard;;Risk of injury during motorized orbital movement;Risk of injury during motorized orbital movement of 190°;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;System Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1629;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.3.1;4;45.0;52.0;3.0;1.0;;562934;H;Cause;;Collision of C-arm with people and goods;;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Judith Welzel;;;29.07.2020;26.09.2022 14:48;Klaus-Peter Fichtner (EXT);;;;;;#Haz07 ;See general justifications in the introduction which apply here.;Basic;System Test;none;n.a.;2-D;2-C;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User,Service Personnel,System;S1M;VB10;;;;;;;;;;;;;NotDetermined;F;Low;E;
1630;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.3.1.1;4;45.0;52.0;3.0;1.0;1.0;562935;R;Measure;docUser_3D_scan_collision_people_and_goods;Reference to workflow;CAUTIONCause: Change of c-arm position after manual test drivePossible consequences: Risk of crushing!Remedy: After the manual test drive the position of the C-arm must not be changed.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;27.07.2022 16:36;Johannes Schmidt;;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1631;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.3.1.2;4;45.0;52.0;3.0;1.0;2.0;562936;R;Measure;motorized_3Dscan_only_after_test_s1;Motorized operation only after manual test drive;Release for motorized 3D scan after manual test drive;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;XCU;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1632;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.3.1.3;4;45.0;52.0;3.0;1.0;3.0;562937;H;Measure;;Reference - Continuous activation;<XREF>562377</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:05;Yesin Gasmi (EXT);;;;MCU;;;;Basic;System Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1633;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.3.1.4;4;45.0;52.0;3.0;1.0;4.0;562938;H;Measure;;Reference - Emergency stop at every point of motorized movement activation;<XREF>562345</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:05;Yesin Gasmi (EXT);;;;MCU;;;;Basic;System Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1634;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.3.1.5;4;45.0;52.0;3.0;1.0;5.0;562939;H;Measure;;Reference to set max. speed 3D scan;See <XREF>563486</XREF>.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;17.06.2022 11:37;Johannes Schmidt;;;;MCU;;;;Basic;System Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1635;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.4;4;45.0;52.0;4.0;;;562940;H;Hazard;;Patient cannot be salvaged;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;System Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1636;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.4.1;4;45.0;52.0;4.0;1.0;;562941;H;Cause;;Orbital drive is failing;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;26.09.2022 14:48;Klaus-Peter Fichtner (EXT);;;;;;#Haz46;See general justifications in the introduction which apply here. No additional practical mitigations are available to further reduce or prevent the risk of loss of movement functionality.;Basic;System Test;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;D;Med;C;
1637;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.4.1.1;4;45.0;52.0;4.0;1.0;1.0;562942;H;Measure;;C-arm can be moved manually;<XREF>562449</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:05;Yesin Gasmi (EXT);;;;MainU;;;;Basic;System Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1638;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.5;4;45.0;52.0;5.0;;;562943;H;Hazard;;Treatment on the wrong side;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;System Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1639;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.5.1;4;45.0;52.0;5.0;1.0;;562944;H;Cause;;Image orientation confused;Image orientation confused due to wrong user input;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;26.09.2022 14:48;Klaus-Peter Fichtner (EXT);;;;;;#Haz27#Haz41#Haz51#Haz31;See general justifications in the introduction which apply here.;Basic;System Test;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Med;C;
1640;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.5.1.1;4;45.0;52.0;5.0;1.0;1.0;562945;H;Measure;docUser_patient_positioned_correctly;Reference to User Manual - Correct Position of Patient;<XREF>562959</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:05;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1641;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.6;4;45.0;52.0;6.0;;;562946;H;Hazard;;3D scan is unavailable;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;System Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1642;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.6.1;4;45.0;52.0;6.0;1.0;;562947;H;Cause;;Orbital drive fails or other error;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;26.09.2022 14:48;Klaus-Peter Fichtner (EXT);;;;;;#Haz41 #Haz51;See general justifications in the introduction which apply here. No additional practical mitigations are available to further reduce or prevent the risk of loss of movement functionality.;Basic;System Test;none;n.a.;2-A;2-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;C;Low;C;
1643;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.52.6.1.1;4;45.0;52.0;6.0;1.0;1.0;562948;H;Measure;;No measure required;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;MainU;;;;Basic;System Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1644;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.53;4;45.0;53.0;;;;562949;H;Function;;3D Imaging;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1645;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.53.1;4;45.0;53.0;1.0;;;562950;H;Hazard;;Multi Planar Reconstruction (MPR);;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1646;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.53.1.1;4;45.0;53.0;1.0;1.0;;562951;H;Cause;;Artifacts that might be mistaken for anatomical structures;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;26.09.2022 14:48;Klaus-Peter Fichtner (EXT);;;;;;#Haz20 #Haz41#Haz51#Haz31;See general justifications in the introduction which apply here.;Basic;System Test;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
1647;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.53.1.1.1;4;45.0;53.0;1.0;1.0;1.0;562952;R;Measure;docCS_image_quality_test_s1;Artifacts Image Quality test for MPR;Service DocumentsCAUTIONCause: Artifacts in Multi Planar Reconstruction (MPR) 3D imaging, image quality testPossible Consequences: Artifacts could lead to wrong decisions or treatments.Remedy: Perform 3D relevant calibration (Tune UP/Projection Geometry + IZeroCalibration)and IQ test during the regular maintenance interval.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;Service Documentation;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1648;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.53.1.1.2;4;45.0;53.0;1.0;1.0;2.0;562953;R;Measure;docUser_artifacts_that_might_be_mistaken;Artifacts Maintenance recommendation in the user manual;CAUTIONCause: Missing regular maintenancePossible consequences: Insufficient image quality!Remedy: It is recommended to maintain the system regularly to achieve the best possible image quality.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1649;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.53.1.2;4;45.0;53.0;1.0;2.0;;562954;H;Cause;;Alignment error;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;26.09.2022 14:48;Klaus-Peter Fichtner (EXT);;;;;;#Haz20 #Haz41#Haz51#Haz31;See general justifications in the introduction which apply here.;Basic;System Test;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
1650;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.53.1.2.1;4;45.0;53.0;1.0;2.0;1.0;562955;R;Measure;docCS_alignment_error_quality_test_s1;Alignment error Image Quality test for MPR;Image Quality test in service workflow;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;Service Documentation;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1651;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.53.1.2.2;4;45.0;53.0;1.0;2.0;2.0;562956;H;Measure;;Reference - Artifacts Maintenance recommendation in the user manual;<XREF>562953</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:05;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1652;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.53.2;4;45.0;53.0;2.0;;;562957;H;Hazard;;Wrong orientation of the reconstructed 3D volume;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;System Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1653;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.53.2.1;4;45.0;53.0;2.0;1.0;;562958;H;Cause;;Wrong input of patient orientation;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;26.09.2022 14:48;Klaus-Peter Fichtner (EXT);;;;;;#Haz27#Haz41#Haz51#Haz31;See general justifications in the introduction which apply here.;empty;System Test;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;D;Med;C;
1654;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.53.2.1.1;4;45.0;53.0;2.0;1.0;1.0;562959;R;Measure;docUser_wrong_input_of_patient_orientation;User Manual - Verify Patient Position and Orientation;CAUTIONCause: Wrong input of patient orientation.Possible consequences: Risk of injury to the patient!Remedy: Please verify the correct patient to system relation and patient orientation.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1655;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.53.2.1.2;4;45.0;53.0;2.0;1.0;2.0;562961;R;Measure;picture_and_p_matrices_same_orientation_s1 ;Orientation of Image and P-matrices;Encapsulation and separate software tests for volume orientation calculation according to patient position.In the MPR and VRT view, images shall be displayed with an orientation indicator according to the 3D volume information.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;16.09.2022 12:44;Javier Lopez Leal;;;;FLC;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1656;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.53.3;4;45.0;53.0;3.0;;;562962;H;Hazard;;3D Imaging incorrect;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1657;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.53.3.1;4;45.0;53.0;3.0;1.0;;562963;H;Cause;;Acquired set of 2D image assigned to wrong P-matrix;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;26.09.2022 14:48;Klaus-Peter Fichtner (EXT);;;;;;#Haz20 #Haz41#Haz51#Haz31;See general justifications in the introduction which apply here.;Basic;System Test;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
